ResponseId,CHECK,SM_VOLUME,SM_FREQ1,SM_FREQ2,SM_FREQ3,SM_FREQ4,SM_FREQ5,SM_FREQ6,SM_FREQ7,SM_FREQ8,SM_FREQ9,SM_FREQ10,SM_FREQ11,NSMCS_1,NSMCS_2,NSMCS_3,NSMCS_4,NSMCS_5,NSMCS_6,PSQI1,PSQI3,PSQI2,PSQI4,PSQI5_1,PSQI5_2,PSQI5_3,PSQI5_4,PSQI5_5,PSQI5_6,PSQI5_7,PSQI5_8,PSQI5_9,PSQI5_10,PSQI6,PSQI7,PSQI8,PSQI9,ISI1,ISI2,ISI3,ISI4,ISI5,ISI6,ISI7,PSA1,PSA2,PSA3,PSA4,PSA5,PSA6,PSA7,PSA8,PSA9,PSA10,PSA11,PSA12,PSA13,PSA14,PSA15,PSA16,EMOINVEST_1,EMOINVEST_2,EMOINVEST_3,EMOINVEST_4,EMOINVEST_5,EMOINVEST_6,EMOINVEST_7,EMOINVEST_8,EMOINVEST_9,EMOINVEST_10,AGE,GENDER,MALE,NONBIN,RACE_WHITE,RACE_BLACK,RACE_LATIN,RACE_ASIAN,RACE_AIAN,RACE_NHOPI,RACE_MULTI,RACE_OTHER,EDUC,psaTOT,isiTOT,eminvTOT,nscmsTOT,smfreqTOT,PSQI_Quality,PSQI_Latc1,PSQI_Latc2,PSQI_Latsum,PSQI_Latency,PSQI_Duration,PSQI_TIB,PSQI_TIB2,PSQI_DUR,PSQI_EffRaw,PSQI_Efficiency,PSQI_Distraw,PSQI_Disturbance,PSQI_Medication,PSQI_DayRaw,PSQI_Dysfunction,PSQI_TotScore
R_70N0nTO9TzdShhv,2,2,1,4,1,6,7,1,1,1,7,1,1,3,3,4,3,2,4,44,15,20,17,2,2,1,2,2,3,3,1,1,1,2,2,1,4,3,3,3,2,1,2,2,3,3,4,4,4,1,3,3,3,4,5,4,4,4,2,4,3,3,5,5,4,4,5,5,5,5,18,2,0,0,1,0,0,0,0,0,0,0,2,3.4375,9,4.4,3.16666666666667,2.81818181818182,3,1,1,2,1,0,9.5,9.5,8,.842105263157895,1,7,1,1,1,1,8
R_7qV62Z78LnONbwd,2,3,6,2,2,6,6,4,4,1,6,1,2,3,5,6,4,5,3,48,15,10,16,3,3,1,2,1,3,3,1,2,1,1,2,1,2,2,1,2,3,1,1,1,2,3,2,4,3,3,3,3,2,2,3,2,2,1,1,1,4,3,3,2,2,2,4,2,2,3,23,2,0,0,1,0,1,0,0,0,0,0,2,2.3125,4,2.7,4.33333333333333,3.63636363636364,1,0,2,2,1,0,7.5,7.5,7.5,1,0,8,1,0,1,1,4
R_1n276megHdnMpl8,2,4,7,3,1,7,7,2,4,3,1,1,7,4,5,5,6,5,4,43,13,60,15,3,4,2,1,1,1,1,1,1,4,1,2,2,3,2,3,3,4,3,4,3,2,3,4,5,2,2,1,4,4,2,3,3,3,2,4,4,4,4,5,3,4,3,4,5,4,2,25,2,0,0,1,0,0,0,0,0,0,0,5,3,15,3.8,4.83333333333333,3.90909090909091,2,2,2,4,2,0,9,9,7,.777777777777778,1,7,1,0,2,1,7
R_10Rg9TkeRiZUr05,2,2,1,1,1,1,1,1,1,1,7,1,3,1,1,1,1,1,1,9,9,30,17,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,2,0,0,0,0,1,0,0,0,0,0,2,1,8,1,1,1.72727272727273,1,1,1,2,1,0,24,24,8,.333333333333333,3,9,1,1,2,1,8
R_67dN45Z1fEQOYjg,2,4,7,4,1,6,7,1,1,1,7,1,7,5,6,3,6,6,6,5,21,60,15,3,4,3,1,1,1,3,1,2,1,1,2,2,3,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,3,4,2,3,2,3,4,4,2,1,4,1,4,1,3,3,3,3,26,2,0,0,1,0,0,0,0,0,0,0,2,3.4375,21,2.5,5.33333333333333,3.90909090909091,2,2,2,4,2,0,32,8,7,.875,0,8,1,0,2,1,6
R_1S3qkcUhEsg1ph7,2,3,1,3,6,5,1,2,3,1,7,1,3,4,3,3,3,3,3,1,20,15,15,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,4,4,5,5,3,3,5,2,3,4,23,2,0,0,0,0,1,0,0,0,0,0,2,1.1875,2,3.8,3.16666666666667,3,1,0,0,0,0,0,33.5,9.5,7,.736842105263158,2,3,1,0,0,0,4
R_3JQKPi4QA5bhT3W,2,2,1,6,1,1,1,1,1,1,1,1,1,6,6,6,6,4,5,5,18,240,11,4,2,1,2,1,1,4,3,1,1,1,1,3,3,4,1,2,4,3,2,3,1,4,4,4,1,4,4,3,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,6,3,1,30,2,0,0,1,0,0,0,0,0,0,0,2,2.25,12,1.7,5.5,1.45454545454545,2,3,3,6,3,2,30.5,6.5,5,.769230769230769,1,7,1,0,2,1,10
R_6EnmxT1gZpCZsEA,2,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,17,20,18,1,1,1,1,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,2,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1.33333333333333,1.36363636363636,0,1,0,1,1,0,32,8,8.5,1.0625,0,5,1,0,0,0,2
R_5347HdDQd39FgEM,2,1,1,2,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,21,13,60,13,1,4,2,1,1,1,2,1,1,1,1,1,1,3,3,3,3,3,2,1,2,1,1,1,2,3,3,3,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,29,2,0,0,1,0,0,0,0,0,0,0,2,1.625,10,1,1,1.45454545454545,2,2,0,2,1,1,20,20,6,.3,3,5,1,0,0,0,8
R_70hIf30EmE7aebx,2,3,7,7,1,1,7,1,6,1,7,1,7,6,6,6,6,6,6,7,23,15,7,4,4,4,4,4,4,4,4,4,1,1,3,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,1,6,6,20,2,0,0,1,0,0,0,0,0,0,0,1,5,28,5.5,6,4.18181818181818,0,0,3,3,2,3,32,8,3,.375,3,24,3,0,5,3,14
R_5QxtNuXOceSLtny,2,2,3,1,3,7,7,1,4,1,7,2,3,4,4,2,4,4,3,2,17,30,14,2,3,2,2,4,2,1,4,3,3,2,2,3,2,3,3,2,3,3,1,3,5,4,3,1,5,5,4,2,4,4,2,1,3,1,2,1,1,2,4,3,3,3,6,6,4,2,20,2,0,0,1,0,1,0,0,0,0,0,2,2.9375,11,3.4,3.5,3.54545454545455,1,1,1,2,1,1,31.5,7.5,6.5,.866666666666667,0,15,2,1,3,2,8
R_1XlQVwxU7M8EWHL,2,2,3,3,4,4,4,3,3,2,3,2,2,3,2,2,2,5,5,48,15,15,17,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,4,4,4,4,3,2,2,2,2,2,4,2,3,3,3,3,3,1,2,2,1,21,2,0,0,1,0,0,0,0,0,0,0,5,2.8125,0,2.3,3.16666666666667,3,0,0,0,0,0,0,7.5,7.5,8,1.06666666666667,0,2,1,0,0,0,1
R_3dKXKmOtRalLKLV,2,3,5,6,1,4,1,2,1,1,2,1,7,2,2,1,1,1,1,48,11,20,12,3,2,3,1,1,2,2,1,2,1,1,1,1,2,2,2,3,2,2,1,2,2,4,1,2,3,2,3,5,1,1,2,2,1,2,1,2,1,1,1,2,3,2,4,1,4,1,29,2,0,0,0,0,0,1,0,0,0,0,4,2.125,7,2,1.33333333333333,2.81818181818182,1,1,2,3,2,2,5.5,5.5,5.5,1,0,6,1,0,0,0,6
R_1gAVHOCXyiA0Fyt,2,3,3,4,2,6,7,3,5,2,7,1,2,5,2,4,5,3,4,5,24,30,17,2,2,3,1,1,1,1,1,1,1,1,1,2,2,3,3,3,1,3,2,2,1,4,2,2,4,2,3,1,4,4,5,2,2,2,4,4,1,2,4,4,3,4,5,2,4,4,18,2,0,0,0,1,0,0,0,0,0,0,3,2.875,10,3.3,3.83333333333333,3.81818181818182,1,1,1,2,1,0,33.5,9.5,8,.842105263157895,1,3,1,0,1,1,5
R_5M9XZVqfSak8VjH,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,5,30,8,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,2,0,0,0,1,0,0,0,0,0,0,2,1,2,1,1,1,1,1,0,1,1,3,17,17,3.5,.205882352941176,3,0,0,0,0,0,8
R_5RQdJvAYclmQvQk,2,4,7,5,5,5,7,1,7,3,7,1,7,4,6,6,6,6,6,6,18,230,13,4,4,4,3,2,2,2,2,4,4,4,1,4,2,4,3,2,4,3,3,3,3,5,4,5,4,4,4,3,3,4,4,4,4,4,4,5,5,5,5,5,5,4,5,6,6,4,30,2,0,0,1,0,0,0,0,0,0,0,4,4,15,5,5.66666666666667,5,1,3,3,6,3,1,30,6,6,1,0,18,2,3,3,2,12
R_7r2kkCfv1Jynrk0,2,2,1,6,1,7,7,6,4,1,7,1,5,6,2,1,1,6,6,4,18,120,15,4,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,3,1,2,1,1,1,1,1,3,4,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,24,2,0,0,0,1,0,0,0,0,0,0,2,1.5625,5,1.3,3.66666666666667,4.18181818181818,2,3,3,6,3,0,31,7,7,1,0,0,0,0,0,0,5
R_1VJQKHXWsjXCdes,2,2,5,2,1,5,5,1,6,1,7,1,7,3,4,3,4,2,4,6,27,30,6,2,4,2,3,3,3,1,3,2,2,2,2,3,2,3,2,3,3,2,3,2,2,4,4,3,3,1,2,3,3,3,1,4,5,3,3,2,2,3,5,2,3,4,3,5,2,5,18,2,0,0,0,0,1,0,0,0,0,0,1,2.875,11,3.4,3.33333333333333,3.72727272727273,1,1,1,2,1,3,34.5,10.5,2.5,.238095238095238,3,14,2,1,3,2,13
R_6sTiBw0mjd0qmii,2,3,7,6,1,2,2,1,4,1,5,1,7,4,5,5,5,5,4,47,21,10,19,2,3,2,1,1,1,4,4,2,4,1,3,2,2,2,2,2,3,1,1,2,4,5,4,5,3,5,5,4,1,2,1,1,1,2,1,2,4,2,3,4,3,4,5,2,6,5,23,2,0,0,1,0,0,0,0,0,0,0,4,2.875,6,3.8,4.66666666666667,3.36363636363636,1,0,1,1,1,0,11,11,9,.818181818181818,1,13,2,0,3,2,7
R_1mwz8xMVob6cwZr,2,4,6,5,1,6,6,1,2,1,7,1,1,4,4,6,4,5,3,1,20,15,18,1,4,4,1,1,2,3,3,3,1,1,1,2,3,2,2,1,3,1,1,2,2,4,4,3,4,2,4,2,2,3,1,1,2,2,1,3,2,1,2,2,1,3,4,2,3,3,21,2,0,0,0,0,1,0,0,0,0,0,3,2.5,5,2.3,4.33333333333333,3.36363636363636,2,0,0,0,0,0,33.5,9.5,8.5,.894736842105263,0,13,2,0,1,1,5
R_7pM2bvFxriXKgGo,2,4,2,4,5,5,7,2,3,1,7,1,7,4,5,2,6,6,5,5,23,10,17,3,1,4,1,1,4,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,2,5,4,5,4,5,5,5,3,3,1,1,1,4,3,1,3,4,2,2,4,4,4,2,6,5,20,2,0,0,1,0,0,0,0,0,0,0,2,3.25,2,3.6,4.66666666666667,4,1,0,2,2,1,0,33,9,8,.888888888888889,0,6,1,0,0,0,3
R_514Qgykyq71egFI,2,4,3,6,3,2,1,6,2,1,6,1,7,1,1,4,1,1,1,5,23,60,19,4,2,3,1,1,3,1,2,1,3,3,1,4,1,2,1,1,2,2,1,2,3,4,3,3,2,3,2,3,1,1,1,2,4,4,1,3,6,6,6,3,6,6,6,1,6,2,19,2,0,0,0,0,1,0,0,0,0,0,2,2.5,4,4.8,1.5,3.45454545454545,0,2,3,5,3,0,33,9,9,1,0,8,1,2,3,2,8
R_3E0Oa5oc0B02LzJ,2,4,7,5,1,4,2,1,2,1,4,1,7,4,4,5,3,2,4,9,25,45,9,4,4,2,3,3,3,3,3,4,4,2,2,4,4,5,4,3,4,3,3,3,3,3,4,4,3,4,4,4,4,3,3,4,3,4,3,3,3,3,4,4,4,4,3,4,4,4,30,2,0,0,1,1,0,0,1,0,0,0,3,3.5,18,3.7,3.66666666666667,3.18181818181818,3,2,3,5,3,3,32,8,4,.5,3,20,3,1,4,2,18
R_1s606JeVEru6iou,2,3,2,6,5,7,6,4,7,3,7,1,6,2,4,2,5,4,5,8,10,30,9,3,2,3,3,3,2,2,3,2,3,2,2,3,3,3,3,2,4,2,3,3,2,2,3,3,3,4,3,3,1,3,3,2,2,2,4,4,3,4,3,4,3,4,4,3,3,4,18,2,0,0,0,0,0,1,0,0,0,0,4,2.75,13,3.5,3.66666666666667,4.90909090909091,2,1,2,3,2,3,25,1,4,4,0,14,2,1,3,2,12
R_6QMV2PhL5LzHrci,2,2,7,2,1,1,1,1,1,1,1,1,3,5,6,6,6,6,6,45,15,20,19,1,1,1,1,3,1,1,1,1,1,3,1,4,2,1,1,1,3,3,3,3,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,3,3,4,3,2,2,3,3,4,2,30,2,0,0,1,0,0,0,0,0,0,0,3,1.3125,8,2.9,5.83333333333333,1.81818181818182,1,1,0,1,1,0,9,9,9,1,0,2,1,2,3,2,7
R_52Pq41NTqh1bkOq,2,2,6,7,1,1,6,6,6,1,6,1,7,6,6,6,6,6,6,12,21,60,12,4,4,2,4,4,4,3,4,4,4,3,1,4,4,4,5,3,5,5,4,5,3,3,5,5,4,5,4,3,5,5,5,4,4,4,3,5,3,4,3,4,3,4,4,4,4,4,28,2,0,0,1,0,0,0,0,0,0,0,2,4.1875,24,3.7,6,4.36363636363636,3,2,3,5,3,2,28.5,4.5,5.5,1.22222222222222,0,24,3,2,3,2,15
R_7G633AE8Q0thjsB,2,4,3,3,2,6,7,2,3,2,7,5,7,3,4,5,5,6,5,1,17,20,16,3,3,3,2,2,1,2,1,2,1,4,1,3,2,1,1,2,1,1,1,2,1,3,2,3,3,3,3,3,1,2,1,1,1,1,1,1,4,4,4,3,2,4,4,2,5,3,19,2,0,0,1,0,0,0,0,0,0,0,2,1.875,2,3.5,4.66666666666667,4.27272727272727,1,1,2,3,2,0,32,8,7.5,.9375,0,8,1,3,2,1,8
R_1Hn0DjAw9HJYCLr,2,4,1,7,2,1,1,2,1,1,1,1,5,6,6,6,6,6,6,2,16,60,10,4,4,3,3,4,3,4,2,1,1,2,3,4,4,5,5,3,5,5,4,5,5,5,5,5,2,5,5,4,4,2,3,4,4,2,2,4,6,3,4,4,5,5,3,4,6,3,24,2,0,0,1,0,1,0,0,0,0,0,3,3.8125,25,4.3,6,2.09090909090909,3,2,3,5,3,3,31,7,4.5,.642857142857143,3,16,2,1,5,3,18
R_32skUR98qEZc79T,2,3,6,5,1,5,7,1,1,1,5,1,5,2,1,1,1,1,1,2,14,40,14,3,4,3,1,1,2,2,2,2,1,1,1,2,2,3,2,3,4,1,1,1,4,3,2,2,3,3,4,3,3,3,1,2,1,1,1,1,6,6,6,6,6,6,6,1,6,6,29,2,0,0,1,0,1,0,0,0,0,0,4,2.3125,8,5.5,1.16666666666667,3.45454545454545,1,2,2,4,2,1,30,6,6.5,1.08333333333333,0,9,1,0,1,1,6
R_1HnTWsPXSbAu3Ym,2,1,1,7,1,6,1,2,2,1,1,1,1,1,1,1,1,1,1,47,12,10,16,3,3,2,1,1,1,1,1,1,1,1,1,1,2,1,1,3,2,1,1,1,1,4,1,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,30,2,0,0,0,0,0,0,0,0,1,0,5,1.5625,3,1.5,1,2.18181818181818,1,0,2,2,1,0,6.5,6.5,7.5,1.15384615384615,0,3,1,0,0,0,3
R_38CcFmhZkMnwwFY,2,4,7,7,7,7,2,2,1,1,7,1,4,4,4,3,3,3,5,5,15,5,9,1,4,3,3,3,3,3,3,3,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,5,3,4,2,2,3,4,23,2,0,0,0,1,0,0,0,0,0,0,2,3,14,3.3,3.66666666666667,4.18181818181818,2,0,0,0,0,3,29,5,4,.8,1,17,2,0,0,0,8
R_5KwozXFi79lqzP8,2,3,1,3,2,5,6,2,2,1,6,1,1,4,4,5,4,4,2,1,19,15,18,2,3,1,1,3,1,4,4,1,1,1,1,2,2,2,1,2,2,1,2,3,2,5,5,5,2,5,5,5,5,5,1,1,1,2,1,1,3,2,3,2,1,1,4,3,2,4,20,2,0,0,1,0,0,0,0,0,0,0,2,3.1875,6,2.5,3.83333333333333,2.72727272727273,1,0,1,1,1,0,33,9,8.5,.944444444444444,0,10,2,0,1,1,5
R_1q3hBeQJexWBAYh,2,2,5,6,2,5,5,1,2,1,6,1,3,4,4,4,3,4,4,7,9,40,7,3,2,2,2,3,3,3,2,2,2,2,2,1,2,2,3,3,2,2,3,3,3,3,2,3,3,3,4,3,4,3,2,2,2,3,2,2,3,4,2,3,3,3,4,3,3,3,21,2,0,0,0,0,1,0,0,0,0,0,3,2.75,11,3.1,3.83333333333333,3.36363636363636,1,2,2,4,2,3,25,1,3,3,0,12,2,1,1,1,10
R_3q2fPYlzCS7rWfv,2,1,1,1,3,5,3,1,1,1,1,1,1,1,1,2,2,2,1,45,13,10,16,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,5,1,1,20,2,0,0,1,0,0,0,0,0,0,0,2,1,0,1.5,1.5,1.72727272727273,0,0,0,0,0,0,8,8,7.5,.9375,0,2,1,0,0,0,1
R_72ilfSpBi4e8UZ6,2,3,1,7,1,7,7,1,1,1,7,1,7,6,5,6,6,6,6,48,16,10,14,3,3,2,1,1,3,2,1,1,4,1,2,2,2,2,2,3,3,2,3,4,2,3,4,4,3,5,5,4,3,3,1,2,3,2,2,2,2,3,3,2,2,1,2,3,4,4,19,2,0,0,1,0,0,0,0,0,0,0,3,3,12,2.6,5.83333333333333,3.72727272727273,1,0,2,2,1,1,8,8,6.5,.8125,1,9,1,0,2,1,6
R_6Bm2DiiRQ1FkKTf,2,3,7,7,7,7,7,1,1,1,7,1,7,6,6,5,6,6,6,3,13,30,13,1,4,4,2,4,4,4,2,4,1,1,1,1,1,2,3,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,28,2,0,0,0,0,1,0,0,0,0,0,2,1.125,5,1.2,5.83333333333333,4.81818181818182,0,1,0,1,1,1,29,5,6,1.2,0,20,3,0,0,0,5
R_11n0jNB6UB1Pp6k,2,3,7,7,1,1,1,1,1,1,1,1,2,5,6,6,3,6,3,45,13,20,13,2,4,1,4,3,1,3,1,1,1,1,1,3,3,1,5,4,4,2,4,5,2,2,4,5,4,5,5,5,2,3,4,4,1,5,1,3,4,2,3,5,2,5,5,3,6,3,25,2,0,0,1,0,0,0,0,0,0,0,2,3.4375,18,3.8,4.83333333333333,2.18181818181818,2,1,1,2,1,1,8,8,6,.75,1,10,2,0,2,1,8
R_3a38F5Ri4nm5k3v,2,3,6,5,1,7,5,2,2,2,7,1,3,4,5,6,4,4,3,47,15,30,16,3,4,4,1,3,1,3,3,1,2,4,1,3,1,2,1,3,2,2,2,4,4,5,4,4,2,4,4,4,4,3,1,2,3,4,3,2,3,3,5,4,3,4,6,1,6,5,29,2,0,0,1,0,0,0,0,0,0,0,5,3.3125,9,4,4.33333333333333,3.72727272727273,0,1,2,3,2,0,8,8,7.5,.9375,0,13,2,3,2,1,8
R_3sapGkktEsFDDyE,2,2,5,3,1,5,2,1,1,1,5,1,2,5,6,3,6,6,3,2,23,120,13,4,4,4,4,4,1,4,3,2,4,4,3,4,3,4,5,3,5,4,4,4,4,5,5,5,3,5,5,2,4,3,3,3,1,2,4,1,1,1,1,1,1,1,1,4,3,2,25,2,0,0,1,0,0,0,0,0,0,0,2,3.4375,22,1.6,4.83333333333333,2.45454545454545,2,3,3,6,3,1,34.5,10.5,6,.571428571428571,3,21,3,3,5,3,18
R_5MnY6RQKQQZB5u1,2,4,7,4,1,7,1,3,3,1,7,1,7,3,1,3,2,1,4,7,25,20,19,2,1,1,1,1,2,1,2,1,1,4,1,1,2,1,1,1,2,1,1,1,1,3,1,1,5,2,2,2,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,1,6,6,30,2,0,0,1,0,0,0,0,0,0,0,4,1.5625,1,5.5,2.33333333333333,3.81818181818182,1,1,1,2,1,0,33,9,9,1,0,2,1,3,0,0,6
R_3wYVVXIrrM04pkB,2,4,7,5,3,3,7,1,1,1,6,1,3,4,5,5,4,5,5,5,25,30,17,3,4,4,2,4,3,3,3,1,1,4,1,2,3,3,2,2,3,2,2,2,2,3,2,2,2,4,4,2,1,1,1,2,2,2,1,2,5,4,5,5,5,5,5,1,6,5,21,2,0,0,1,0,0,0,0,0,0,0,3,2.0625,9,4.6,4.66666666666667,3.45454545454545,2,1,2,3,2,0,34,10,8,.8,1,16,2,3,1,1,11
R_3KkDlbNmdjObYPR,2,3,2,2,1,6,6,1,1,1,6,1,6,4,2,4,5,5,4,45,11,8,15,2,2,1,1,2,3,1,2,1,2,1,2,1,2,1,3,4,2,1,3,4,4,3,4,4,3,4,4,4,1,3,1,1,3,2,3,4,2,3,2,5,4,4,2,5,6,3,20,2,0,0,0,0,1,0,0,0,0,0,2,3,11,3.6,4,3,1,0,1,1,1,0,7,7,7,1,0,6,1,0,1,1,4
R_5ONCmzv2DqDUpUQ,2,3,3,6,7,6,1,2,3,2,6,1,2,5,5,6,5,6,4,8,23,15,16,3,3,4,3,1,2,3,3,3,1,1,1,3,3,3,3,3,4,3,4,4,4,3,4,4,3,4,4,1,2,2,1,2,1,2,1,2,2,2,5,3,1,1,4,2,4,2,24,2,0,0,1,0,0,0,0,0,0,0,5,2.5,17,2.6,5.16666666666667,3.54545454545455,2,0,2,2,1,0,31.5,7.5,7.5,1,0,14,2,0,2,1,6
R_1D1RYEtCUrDIb7c,2,2,1,2,6,6,2,1,7,1,7,1,1,6,6,6,6,6,5,4,22,25,21,2,3,4,2,3,1,4,1,1,1,1,1,4,2,3,4,1,4,1,2,4,3,4,5,5,3,1,4,5,1,1,1,1,1,1,1,1,1,2,1,1,6,6,3,4,6,3,19,2,0,0,0,1,0,0,0,0,0,0,2,2.375,12,3.3,5.83333333333333,3.18181818181818,1,1,1,2,1,0,33,9,10,1.11111111111111,0,11,2,0,3,2,6
R_3dX6e8KQzqtmuoS,2,4,7,6,1,5,3,5,1,1,7,1,7,3,3,4,5,4,2,9,23,30,11,2,2,2,1,1,3,1,1,1,1,1,2,2,3,2,2,2,3,2,2,2,1,3,1,3,2,3,3,1,2,1,1,2,2,2,1,2,1,1,2,2,1,1,1,5,5,1,30,2,0,0,1,0,0,0,0,0,0,0,3,1.875,8,2,3.5,4,2,1,1,2,1,2,31,7,5,.714285714285714,2,4,1,0,2,1,9
R_5dID5BpuY7rtOAp,2,4,7,7,2,6,7,1,1,1,7,1,7,4,3,1,4,4,4,10,21,60,10,4,4,4,3,3,3,4,4,4,4,1,1,3,4,4,5,3,5,4,4,4,2,3,4,4,4,5,4,3,2,2,2,2,3,1,1,2,2,2,2,4,3,2,2,4,3,3,29,2,0,0,1,0,1,0,0,0,0,0,3,2.75,22,2.7,3.33333333333333,4.27272727272727,3,2,3,5,3,3,29.5,5.5,4.5,.818181818181818,1,24,3,0,2,1,14
R_5mgEni5rJOhanGB,2,4,2,2,2,7,7,1,2,1,7,1,1,6,6,6,6,3,4,47,11,50,14,3,3,4,1,1,1,3,1,1,1,3,1,2,2,2,2,2,3,2,2,3,2,5,4,5,3,4,4,4,3,3,2,3,2,2,1,1,1,1,1,1,1,1,4,5,3,3,21,2,0,0,0,1,0,0,0,0,0,0,3,3,9,2.1,5.16666666666667,3,1,2,2,4,2,1,6,6,6.5,1.08333333333333,0,7,1,2,1,1,8
R_5KTx7Nutshs9Nim,2,4,2,7,3,1,1,6,1,2,2,1,2,2,2,1,4,4,1,18,30,90,15,4,2,1,4,1,3,4,2,4,4,1,1,2,3,4,2,2,2,5,1,1,1,5,5,5,4,5,5,5,5,5,5,5,4,5,5,4,4,6,6,6,6,6,6,1,6,6,29,2,0,0,1,0,0,0,0,0,0,0,1,4.5625,10,5.3,2.33333333333333,2.54545454545455,2,3,3,6,3,0,30,6,7,1.16666666666667,0,16,2,0,1,1,8
R_3IgC0VFvLTKQLfg,2,3,3,3,3,3,3,2,2,5,1,1,1,6,5,6,5,5,3,47,15,10,17,2,2,2,1,3,2,3,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,3,3,3,1,5,5,5,4,4,4,4,3,4,3,4,2,4,3,3,4,4,3,4,4,4,23,2,0,0,0,0,0,1,0,0,0,0,5,3.5,1,3.5,5,2.45454545454545,0,0,1,1,1,0,8,8,8,1,0,9,1,0,1,1,3
R_1q3r83g7PYMZ06R,2,2,2,4,1,1,1,1,1,1,7,1,7,4,5,4,5,5,4,4,12,60,14,4,4,4,4,4,3,4,4,3,4,1,1,2,3,4,3,4,4,3,4,4,5,3,5,5,4,4,4,2,2,3,3,1,2,3,2,2,1,1,1,1,1,1,3,3,3,3,21,2,0,0,1,0,1,0,0,0,0,0,2,3.125,19,1.8,4.5,2.45454545454545,2,2,3,5,3,1,28,4,6.5,1.625,0,25,3,0,1,1,10
R_6OoIjzzZQE21xqG,2,2,4,4,1,3,1,1,6,1,1,1,7,2,3,1,3,3,1,2,15,30,13,2,2,3,1,1,2,3,1,1,1,1,1,3,2,1,1,1,2,2,2,3,2,4,1,2,1,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,1,1,30,2,0,0,0,1,0,0,0,0,0,0,3,1.5625,5,1.3,2.16666666666667,2.72727272727273,1,1,1,2,1,1,30.5,6.5,6,.923076923076923,0,6,1,0,2,1,5
R_5OC7twFI9Kk0K49,2,2,2,7,4,3,4,1,3,1,7,1,3,5,4,3,2,2,2,42,9,5,9,4,4,4,3,3,3,2,2,1,2,2,2,2,3,4,4,4,5,5,5,5,3,3,3,4,4,4,4,4,4,4,5,4,4,5,4,4,3,3,3,4,4,4,6,6,6,5,28,2,0,0,0,1,0,0,0,0,0,0,2,3.9375,25,4.4,3,3.27272727272727,2,0,3,3,2,3,7.5,7.5,4,.533333333333333,3,15,2,1,2,1,14
R_3DpAcmY9sy4DUuu,3,3,1,1,1,2,2,2,1,1,4,1,1,4,6,2,4,3,3,6,8,6,7,1,1,3,1,1,1,1,1,1,1,1,1,1,1,5,5,5,3,1,5,5,1,1,1,1,2,5,5,4,3,2,1,5,4,3,3,2,2,4,2,6,5,3,2,2,1,1,18,2,0,0,0,1,0,0,0,0,0,0,1,2.6875,22,2.8,3.66666666666667,1.54545454545455,0,0,0,0,0,3,25,1,3,3,0,2,1,0,0,0,4
